0.99651,0.0012013,0.00049791,0.00035056,0.00098595,0.00016651,0.00019019,9.5997e-05,0.000148,0.0034851
0.99559,0.001517,0.00062928,0.00044292,0.0012473,0.00021073,0.00024132,0.00012203,0.00018703,0.0044072
0.99443,0.0019141,0.00079493,0.0005593,0.0015773,0.00026658,0.00030597,0.00015497,0.0002364,0.0055698
0.99296,0.0024132,0.0010036,0.00070576,0.0019938,0.00033709,0.00038769,0.00019664,0.00029882,0.0070344
0.99112,0.0030389,0.001266,0.0008898,0.0025189,0.00042605,0.00049091,0.00024931,0.00037771,0.0088766
0.98881,0.0038214,0.0015956,0.0011206,0.0031805,0.00053816,0.00062122,0.00031586,0.00047735,0.01119
0.98591,0.004797,0.0020086,0.0014092,0.0040127,0.00067931,0.00078557,0.00039989,0.00060312,0.014089
0.98228,0.0060082,0.0025246,0.0017692,0.0050579,0.00085674,0.00099267,0.00050592,0.00076173,0.017712
0.97777,0.0075044,0.0031672,0.0022162,0.0063678,0.0010794,0.0012533,0.00063957,0.00096155,0.022224
0.97217,0.009341,0.0039641,0.0027685,0.0080052,0.0013581,0.0015807,0.00080784,0.001213,0.027822
0.96527,0.011578,0.0049472,0.0034469,0.010045,0.001706,0.0019914,0.0010194,0.0015288,0.034731
0.95679,0.014275,0.0061519,0.0042737,0.012577,0.0021388,0.0025051,0.0012849,0.0019247,0.043203
0.94648,0.017488,0.0076165,0.0052717,0.015703,0.0026749,0.0031458,0.0016173,0.0024198,0.053514
0.93405,0.02126,0.0093792,0.0064623,0.01954,0.0033352,0.0039421,0.0020324,0.0030371,0.065947
0.91922,0.025605,0.011475,0.0078624,0.024214,0.0041434,0.0049275,0.002549,0.0038038,0.080773
0.90178,0.0305,0.013932,0.0094803,0.029858,0.005125,0.0061402,0.0031895,0.0047519,0.098222
0.88155,0.035867,0.016761,0.011311,0.036601,0.0063062,0.0076237,0.0039795,0.0059181,0.11845
0.85852,0.041559,0.019951,0.013329,0.044558,0.0077122,0.0094252,0.0049487,0.0073435,0.14148
0.83279,0.047359,0.023462,0.015489,0.053811,0.009365,0.011594,0.0061297,0.009073,0.16721
0.80467,0.052983,0.027217,0.017717,0.064396,0.01128,0.014182,0.007558,0.011154,0.19533
0.77462,0.058107,0.031101,0.019916,0.076281,0.013465,0.017236,0.0092705,0.013633,0.22537
0.74329,0.062402,0.034968,0.021973,0.089353,0.015914,0.020799,0.011304,0.016558,0.25671
0.71138,0.06558,0.038646,0.02377,0.10341,0.018608,0.024905,0.013695,0.019967,0.28861
0.67967,0.067435,0.041959,0.025196,0.11818,0.021513,0.029578,0.016475,0.023893,0.32033
0.64885,0.067876,0.044742,0.026167,0.13329,0.024582,0.034825,0.019669,0.028359,0.35115
0.61954,0.06693,0.046862,0.026631,0.14834,0.027756,0.040642,0.023297,0.033371,0.38046
0.59219,0.064732,0.048231,0.026575,0.16293,0.030968,0.047005,0.027368,0.038926,0.40781
0.5671,0.061496,0.048811,0.026029,0.17665,0.034148,0.053881,0.031883,0.045002,0.43289
0.54444,0.057479,0.048613,0.025051,0.18914,0.037228,0.06122,0.036833,0.051567,0.45556
0.52421,0.052945,0.047697,0.023722,0.20012,0.040144,0.068968,0.0422,0.058574,0.47579
0.50635,0.048142,0.04615,0.022134,0.20937,0.042842,0.077058,0.047956,0.06597,0.49364
0.49073,0.04328,0.044085,0.020377,0.21676,0.045275,0.085425,0.054068,0.073694,0.50927
0.47716,0.038527,0.04162,0.018537,0.22225,0.047409,0.094,0.060498,0.081679,0.52284
0.46544,0.034004,0.038875,0.016684,0.22586,0.049221,0.10271,0.067201,0.089862,0.53456
